"emp_no","first_name","last_name","title","from_date","to_date"
452603,"Renee","Speek","Engineer","1996-01-22","9999-01-01"
452610,"Ayonca","Krohm","Engineer","1997-09-08","9999-01-01"
452618,"Xiaobin","Ghelli","Senior Staff","1997-11-22","9999-01-01"
452633,"Sreenivas","Danecki","Staff","1996-01-27","9999-01-01"
452635,"Giri","Kitsuregawa","Senior Staff","1995-01-11","9999-01-01"
452639,"Terresa","Domenig","Senior Staff","2002-03-11","9999-01-01"
452639,"Terresa","Domenig","Staff","1995-03-11","2002-03-11"
452648,"Xiahua","Shokrollahi","Staff","1998-01-21","9999-01-01"
452649,"Naftaly","Azuma","Senior Engineer","1995-07-16","9999-01-01"
452661,"Poorav","Hitomi","Staff","1996-08-17","9999-01-01"
452664,"Taiji","Chaudhury","Staff","1999-06-23","9999-01-01"
452699,"Zejun","Roisin","Senior Engineer","1999-09-09","9999-01-01"
452702,"Kankanahalli","Riexinger","Engineer","1997-06-24","9999-01-01"
452714,"Saniya","Ohori","Senior Staff","1998-01-04","9999-01-01"
452731,"Takahira","Stanger","Engineer","1996-06-14","9999-01-01"
452737,"Elliott","Comellas","Senior Staff","2000-12-27","9999-01-01"
452737,"Elliott","Comellas","Staff","1995-12-28","2000-12-27"
452740,"Zhenhua","Cronin","Staff","1996-08-15","9999-01-01"
452741,"Apostol","Warwick","Assistant Engineer","1995-03-20","2001-03-19"
452741,"Apostol","Warwick","Engineer","2001-03-19","9999-01-01"
452748,"Ewing","Cronau","Staff","1999-01-29","9999-01-01"
452757,"Gaetan","Aamodt","Staff","2000-01-01","9999-01-01"
452760,"Shahaf","Passino","Senior Staff","2001-02-13","9999-01-01"
452760,"Shahaf","Passino","Staff","1996-02-14","2001-02-13"
452765,"Mahmut","Wursthorn","Engineer","1997-06-13","9999-01-01"
452772,"Roddy","Cannane","Staff","1995-10-07","9999-01-01"
452781,"Uriel","Sgarro","Technique Leader","1999-08-16","9999-01-01"
452793,"Shigeu","Gischer","Engineer","1996-07-25","9999-01-01"
452810,"Tru","McConalogue","Assistant Engineer","1997-05-24","9999-01-01"
452866,"Martien","Chinen","Senior Engineer","1996-03-25","9999-01-01"
452885,"Guadalupe","Eickenmeyer","Engineer","1998-03-24","9999-01-01"
452892,"Shaz","Baak","Staff","1996-12-01","9999-01-01"
452907,"Taegyun","Viele","Senior Engineer","1995-12-21","9999-01-01"
452914,"Jinya","Lammel","Engineer","1997-09-25","9999-01-01"
452916,"Rosalyn","Shinomoto","Senior Staff","2000-01-24","9999-01-01"
452917,"Slavian","Range","Staff","1995-11-28","9999-01-01"
452926,"Jaihie","Chepyzhov","Staff","1998-12-20","9999-01-01"
452957,"Alair","Nanard","Staff","1996-02-10","9999-01-01"
452990,"Hyuckchul","Comyn","Staff","1997-10-12","9999-01-01"
453051,"Oddvar","Lorin","Staff","1996-01-29","9999-01-01"
453056,"Francesca","Hebert","Staff","1998-01-15","9999-01-01"
453065,"Bingning","Peck","Engineer","1997-11-04","9999-01-01"
453089,"Manohar","Ressouche","Staff","1997-10-29","9999-01-01"
453140,"Babette","Vigier","Engineer","1996-09-05","2001-09-05"
453140,"Babette","Vigier","Senior Engineer","2001-09-05","9999-01-01"
453142,"Leon","Muhling","Senior Engineer","1997-07-25","9999-01-01"
453143,"Hiroyasu","Panangaden","Senior Staff","2001-06-24","9999-01-01"
453143,"Hiroyasu","Panangaden","Staff","1996-06-24","2001-06-24"
453154,"Gao","Lally","Staff","1996-03-01","9999-01-01"
453169,"Chikara","Benner","Senior Staff","1995-01-29","9999-01-01"
453171,"Jaana","Stanfel","Engineer","1995-02-10","2001-02-09"
453171,"Jaana","Stanfel","Senior Engineer","2001-02-09","9999-01-01"
453198,"Uta","Siksek","Staff","1998-07-18","9999-01-01"
453200,"Khun","Yurov","Assistant Engineer","1995-03-21","2002-03-21"
453200,"Khun","Yurov","Engineer","2002-03-21","9999-01-01"
453204,"Junichi","Schaaf","Technique Leader","1995-10-14","9999-01-01"
453229,"Guadalupe","Fioravanti","Senior Staff","1995-02-11","9999-01-01"
453252,"Kellie","Lowrie","Senior Staff","1996-11-14","9999-01-01"
453257,"Sachar","Gerlach","Staff","1999-07-28","9999-01-01"
453264,"Shigeichiro","Cappelli","Senior Staff","2001-03-25","9999-01-01"
453264,"Shigeichiro","Cappelli","Staff","1995-03-26","2001-03-25"
453271,"Mayuri","Haldar","Senior Staff","1999-09-29","9999-01-01"
453302,"Carrsten","Krupka","Engineer","1996-03-05","9999-01-01"
453313,"Navin","Dulay","Senior Engineer","1998-12-12","9999-01-01"
453332,"Otilia","Masand","Engineer","1996-06-23","9999-01-01"
453340,"Marin","Talmor","Engineer","1998-02-03","9999-01-01"
453354,"Khoa","Marletta","Engineer","1998-07-08","9999-01-01"
453359,"Shigeichiro","Roccetti","Assistant Engineer","1996-07-25","2001-07-25"
453359,"Shigeichiro","Roccetti","Engineer","2001-07-25","9999-01-01"
453365,"Takushi","Casley","Staff","1997-06-27","9999-01-01"
453366,"Hilari","Linnainmaa","Senior Engineer","1998-03-20","9999-01-01"
453383,"Dines","McAlpine","Senior Engineer","1998-08-28","9999-01-01"
453385,"Claude","Hellwagner","Engineer","1996-09-17","9999-01-01"
453407,"Youjian","Karnin","Senior Staff","2001-10-27","9999-01-01"
453407,"Youjian","Karnin","Staff","1996-10-27","2001-10-27"
453424,"Lenore","Papadias","Staff","1995-09-16","9999-01-01"
453446,"Gurbir","Flasterstein","Senior Engineer","1995-08-24","9999-01-01"
453455,"Perla","Rosca","Engineer","1999-05-08","9999-01-01"
453461,"Guangming","Aloia","Engineer","1995-02-20","2001-02-19"
453461,"Guangming","Aloia","Senior Engineer","2001-02-19","9999-01-01"
453463,"Nirmal","Picel","Staff","1998-02-21","9999-01-01"
453481,"Muzhong","Rehfuss","Engineer","1999-10-06","9999-01-01"
453485,"Leszek","Flanders","Engineer","1997-08-15","9999-01-01"
453490,"Sibyl","Erez","Engineer","1996-06-28","9999-01-01"
453505,"Ramalingam","Schwabacher","Staff","1999-09-01","9999-01-01"
453531,"Basim","Hennings","Assistant Engineer","1998-02-28","9999-01-01"
453548,"Herbert","Yavatkar","Staff","1998-01-02","9999-01-01"
453552,"Rayond","Kusalik","Engineer","1998-12-03","9999-01-01"
453554,"Mircea","Rosis","Technique Leader","1996-08-29","9999-01-01"
453567,"Remko","Welham","Engineer","1998-11-10","9999-01-01"
453574,"Kenroku","Ranze","Engineer","1998-08-21","9999-01-01"
453579,"Achilleas","Lamma","Assistant Engineer","1996-08-04","9999-01-01"
453588,"Muzhong","Atchley","Engineer","1998-12-09","9999-01-01"
453597,"Parviz","Rosar","Engineer","1996-04-30","2002-04-30"
453597,"Parviz","Rosar","Senior Engineer","2002-04-30","9999-01-01"
453603,"Dietrich","Syang","Senior Staff","2001-01-31","9999-01-01"
453603,"Dietrich","Syang","Staff","1996-02-01","2001-01-31"
453613,"Yagil","Luit","Staff","1999-03-15","9999-01-01"
453614,"Jouni","Rullman","Staff","1998-08-28","9999-01-01"
453616,"Jianwen","Brobst","Engineer","1996-05-21","9999-01-01"
453628,"Yoshinari","Shihab","Staff","1998-08-05","9999-01-01"
453630,"Zhanqiu","Mandelberg","Senior Staff","2002-01-20","9999-01-01"
453630,"Zhanqiu","Mandelberg","Staff","1997-01-20","2002-01-20"
453631,"Kamran","Kilgour","Assistant Engineer","1996-12-09","9999-01-01"
453651,"Przemyslawa","Cappelletti","Staff","1995-06-11","9999-01-01"
453659,"Subhrajyoti","Reghbati","Engineer","1999-03-22","9999-01-01"
453670,"Pohua","Detkin","Assistant Engineer","1997-01-10","9999-01-01"
453699,"Shigeo","Nyrup","Staff","1998-01-05","9999-01-01"
453702,"Anestis","DeMori","Senior Engineer","1997-10-06","9999-01-01"
453707,"Emdad","Munoz","Engineer","1996-03-21","9999-01-01"
453719,"Arie","Kranzdorf","Senior Engineer","1995-01-19","9999-01-01"
453720,"Barun","Krogh","Technique Leader","1997-07-14","9999-01-01"
453740,"Augustine","Bruckman","Engineer","1997-07-09","9999-01-01"
453754,"Lidong","Rathonyi","Staff","1997-11-04","9999-01-01"
453758,"Tayeb","Skrikant","Senior Staff","1996-09-09","9999-01-01"
453762,"Kiyotoshi","Warwick","Technique Leader","1996-06-16","9999-01-01"
453773,"Huiqun","Schauser","Engineer","1999-09-25","9999-01-01"
453780,"Abdelkader","Danecki","Engineer","1998-10-03","9999-01-01"
453784,"Toshimo","Auyong","Senior Engineer","1998-10-07","9999-01-01"
453820,"Masami","Merkl","Engineer","1999-08-19","9999-01-01"
453823,"Halsur","Imataki","Engineer","1999-04-30","9999-01-01"
453827,"Gou","Rosin","Technique Leader","1996-08-23","9999-01-01"
453846,"Volkmar","Slutz","Assistant Engineer","1997-01-02","9999-01-01"
453852,"Make","Ranai","Engineer","1995-06-01","2002-06-01"
453852,"Make","Ranai","Senior Engineer","2002-06-01","9999-01-01"
453858,"Tzu","Vernadat","Senior Engineer","1996-12-28","9999-01-01"
453861,"Ronnie","Honglei","Senior Engineer","1999-12-20","9999-01-01"
453879,"Oscal","Massonet","Engineer","1998-12-10","9999-01-01"
453880,"Uma","Stenning","Engineer","1995-03-16","9999-01-01"
453883,"Wonhee","DuBourdieux","Engineer","1995-10-08","9999-01-01"
453892,"Stabislas","Huttel","Senior Engineer","1995-11-27","9999-01-01"
453899,"Vasiliy","Peot","Senior Staff","2002-02-28","9999-01-01"
453899,"Vasiliy","Peot","Staff","1995-02-28","2002-02-28"
453907,"Doohun","Peac","Assistant Engineer","1996-01-24","9999-01-01"
453916,"Shichao","Speek","Staff","1999-09-10","9999-01-01"
453923,"Jagoda","Luga","Engineer","1997-10-25","9999-01-01"
453932,"Eirik","Gischer","Staff","1997-09-08","9999-01-01"
453947,"Tayeb","Heuter","Staff","1999-08-30","9999-01-01"
453953,"Vatsa","Krone","Senior Staff","2000-02-12","9999-01-01"
453953,"Vatsa","Krone","Staff","1995-02-12","2000-02-12"
453958,"Shridhar","Veevers","Technique Leader","1996-01-28","9999-01-01"
453965,"Naftali","Kalsbeek","Engineer","1998-02-20","9999-01-01"
453966,"Erzsebet","Munro","Engineer","1995-07-18","2001-07-17"
453966,"Erzsebet","Munro","Senior Engineer","2001-07-17","9999-01-01"
453980,"Boutros","Llado","Engineer","1998-02-21","9999-01-01"
453984,"Roselyn","Fasbender","Technique Leader","1995-02-04","9999-01-01"
454006,"Vincent","dAstous","Engineer","1999-03-17","9999-01-01"
454009,"Gro","Gill","Engineer","1997-02-27","2002-02-27"
454009,"Gro","Gill","Senior Engineer","2002-02-27","9999-01-01"
454015,"Leon","Luft","Staff","1995-04-02","9999-01-01"
454023,"Mohd","Sigstam","Staff","1999-11-24","9999-01-01"
454026,"Weicheng","Ranon","Assistant Engineer","1995-11-29","9999-01-01"
454031,"Isaac","Usery","Staff","1998-01-17","9999-01-01"
454039,"Kwangjo","Cromarty","Staff","1996-04-15","9999-01-01"
454045,"Inderjeet","Foote","Staff","1995-05-23","9999-01-01"
454055,"Takahito","Simkin","Senior Staff","2002-06-02","9999-01-01"
454055,"Takahito","Simkin","Staff","1995-06-03","2002-06-02"
454056,"Fai","Francisci","Staff","1996-01-19","9999-01-01"
454061,"Maren","Selvestrel","Staff","1999-08-12","9999-01-01"
454073,"Berto","Kranzdorf","Engineer","1996-08-29","9999-01-01"
454079,"Rutger","Terwilliger","Staff","1999-08-19","9999-01-01"
454086,"Kazuhito","Litzkow","Staff","1999-06-05","9999-01-01"
454119,"Kyoichi","Uhrik","Senior Staff","1996-09-26","9999-01-01"
454123,"Nathalie","Levergood","Assistant Engineer","1999-08-31","9999-01-01"
454125,"Arunachalam","Klyachko","Technique Leader","1996-04-09","9999-01-01"
454139,"Sumali","Farrow","Staff","1996-10-29","9999-01-01"
454157,"Kazunori","Suri","Senior Engineer","1997-05-23","9999-01-01"
454180,"Masasuke","Karcich","Staff","1999-01-31","9999-01-01"
454190,"Tianruo","Alameldin","Engineer","1996-12-12","9999-01-01"
454191,"Saeed","Sigstam","Technique Leader","1995-05-12","9999-01-01"
454200,"Ashish","Ressouche","Assistant Engineer","1995-04-23","2002-04-23"
454200,"Ashish","Ressouche","Engineer","2002-04-23","9999-01-01"
454208,"Avishai","Conte","Engineer","1996-11-17","9999-01-01"
454210,"Uli","Rosis","Staff","1997-02-25","9999-01-01"
454222,"Karsten","Falster","Staff","1996-10-13","9999-01-01"
454232,"Herbert","Chimia","Senior Staff","1998-12-10","9999-01-01"
454236,"Marsal","Thorelli","Engineer","1995-08-28","9999-01-01"
454259,"Kazuhito","Seiwald","Senior Staff","1997-12-24","9999-01-01"
454262,"Wuxu","Meszaros","Senior Staff","1995-12-04","9999-01-01"
454272,"Mandell","Antonakopoulos","Senior Staff","1999-02-11","9999-01-01"
454276,"Stamatina","Cyne","Staff","1999-02-15","9999-01-01"
454303,"Shahid","Talmon","Senior Staff","1999-07-25","9999-01-01"
454307,"Rayond","Denis","Staff","1995-09-05","9999-01-01"
454311,"Fei","Openshaw","Engineer","1999-04-27","9999-01-01"
454315,"Mingdong","Matzel","Staff","1995-10-10","9999-01-01"
454321,"Marin","Ranai","Senior Staff","1997-11-04","9999-01-01"
454327,"Laurentiu","Waeselynck","Engineer","1999-07-21","9999-01-01"
454338,"Mohammed","Georg","Engineer","1998-08-03","9999-01-01"
454341,"Jeong","Baezner","Staff","1998-06-11","9999-01-01"
454356,"Aleksandar","Mikschl","Senior Staff","2001-02-17","9999-01-01"
454356,"Aleksandar","Mikschl","Staff","1995-02-18","2001-02-17"
454358,"Emdad","Maquelin","Staff","1998-10-09","9999-01-01"
454360,"Nagui","Kriebel","Senior Staff","2002-05-02","9999-01-01"
454360,"Nagui","Kriebel","Staff","1997-05-02","2002-05-02"
454385,"Aruna","Ranai","Engineer","1998-01-15","9999-01-01"
454388,"Marin","Mitchem","Staff","1998-04-10","9999-01-01"
454393,"Nakhoon","Kemmerer","Engineer","1999-07-31","9999-01-01"
454429,"Van","Negoita","Staff","1999-03-18","9999-01-01"
454430,"Theirry","Billawala","Staff","1997-11-04","9999-01-01"
454433,"Baruch","Bhattacharjee","Staff","1996-08-18","9999-01-01"
454440,"Hyuckchul","Salverda","Senior Engineer","1997-01-03","9999-01-01"
454448,"Trygve","Perly","Engineer","1999-10-15","9999-01-01"
454455,"Heekeun","Valtorta","Assistant Engineer","1996-06-04","9999-01-01"
454473,"Oscal","Bernini","Engineer","1995-01-07","9999-01-01"
454477,"Berni","Gecsel","Senior Engineer","1996-07-08","9999-01-01"
454478,"Boaz","Kuszyk","Senior Engineer","1999-04-22","9999-01-01"
454491,"Jackson","Pleszkun","Senior Staff","1997-12-23","9999-01-01"
454509,"Arfst","Usdin","Assistant Engineer","1996-01-24","9999-01-01"
454518,"Mahmut","Jervis","Engineer","1998-01-23","9999-01-01"
454522,"Alair","Merlo","Engineer","1998-08-18","9999-01-01"
454539,"Jeane","Senzako","Engineer","1997-05-07","9999-01-01"
454540,"Karoline","Monarch","Senior Staff","1999-01-27","9999-01-01"
454542,"Manton","Srimani","Engineer","1997-10-04","9999-01-01"
454570,"Vasilii","Staelin","Senior Staff","2002-06-15","9999-01-01"
454570,"Vasilii","Staelin","Staff","1995-06-15","2002-06-15"
454572,"Brigham","Pagter","Staff","1999-01-12","9999-01-01"
454576,"Sanjai","Lunt","Senior Staff","1999-07-30","9999-01-01"
454581,"Kiyomitsu","Boreale","Engineer","1997-04-25","9999-01-01"
454614,"Conrado","Showalter","Senior Staff","1996-05-16","9999-01-01"
454616,"Avishai","Castellani","Senior Staff","1999-07-26","9999-01-01"
454637,"Wilmer","Steenbeek","Senior Staff","2001-07-12","9999-01-01"
454637,"Wilmer","Steenbeek","Staff","1996-07-12","2001-07-12"
454641,"Christophe","Menyhert","Engineer","1999-11-26","9999-01-01"
454660,"Ronghao","Engberts","Engineer","1997-05-26","9999-01-01"
454666,"Aiichiro","Gajiwala","Senior Staff","1997-12-10","9999-01-01"
454668,"Oldrich","Beidas","Technique Leader","2000-01-18","9999-01-01"
454685,"Tzu","Comellas","Engineer","1998-12-26","9999-01-01"
454689,"Sanjeeva","Granlund","Engineer","1995-05-19","9999-01-01"
454692,"Lillian","Cannard","Engineer","1996-03-11","9999-01-01"
454704,"Mabo","Pavlopoulou","Staff","1998-11-07","9999-01-01"
454706,"Dannz","Rijckaert","Staff","1995-07-20","9999-01-01"
454716,"Mori","Azevdeo","Technique Leader","1996-12-17","9999-01-01"
454746,"Danel","Alpay","Engineer","1999-03-07","9999-01-01"
454755,"Satoru","Gist","Engineer","1998-07-09","9999-01-01"
454763,"Giap","Spinelli","Engineer","1995-12-08","9999-01-01"
454766,"Udi","Onuegbe","Staff","1998-02-19","9999-01-01"
454769,"Rafols","Peral","Staff","1995-10-13","9999-01-01"
454770,"Marco","Hmelo","Assistant Engineer","1996-09-14","9999-01-01"
454776,"Kagan","Delgrande","Staff","1997-12-01","9999-01-01"
454777,"Theirry","Weedon","Senior Staff","2000-12-09","9999-01-01"
454777,"Theirry","Weedon","Staff","1995-12-10","2000-12-09"
454793,"Elgin","Msuda","Senior Engineer","1999-09-16","9999-01-01"
454796,"Bluma","Kusakabe","Technique Leader","1997-08-18","9999-01-01"
454818,"Mohammed","Lakshmanan","Senior Staff","1995-11-22","9999-01-01"
454825,"Kamakshi","Schusler","Engineer","1995-05-25","2001-05-24"
454825,"Kamakshi","Schusler","Senior Engineer","2001-05-24","9999-01-01"
454826,"Vitali","Koshino","Senior Engineer","1995-03-31","9999-01-01"
454858,"Uma","Isard","Technique Leader","1995-11-07","9999-01-01"
454866,"Augustine","Thimonier","Staff","1998-11-03","9999-01-01"
454875,"Randy","Keirsey","Engineer","1995-06-21","2000-06-20"
454875,"Randy","Keirsey","Senior Engineer","2000-06-20","9999-01-01"
454880,"Jagoda","Ranst","Staff","1999-03-06","9999-01-01"
454897,"Chikako","Hertweck","Engineer","1996-05-12","2002-05-12"
454897,"Chikako","Hertweck","Senior Engineer","2002-05-12","9999-01-01"
454907,"Katsuo","Tanemo","Engineer","1999-01-25","9999-01-01"
454925,"Aran","Gaughan","Senior Staff","2001-03-17","9999-01-01"
454925,"Aran","Gaughan","Staff","1996-03-17","2001-03-17"
454940,"Yurii","Worfolk","Senior Engineer","1999-01-20","9999-01-01"
454964,"Akeno","Hofmeyr","Senior Staff","1996-03-25","9999-01-01"
454985,"Kshitij","Hockney","Staff","1998-01-10","9999-01-01"
455020,"Fai","McConalogue","Senior Staff","1996-10-13","9999-01-01"
455031,"Boalin","Driscoll","Staff","1997-03-06","9999-01-01"
455041,"Goetz","Ballarin","Senior Staff","2002-03-16","9999-01-01"
455041,"Goetz","Ballarin","Staff","1997-03-16","2002-03-16"
455070,"Hironobu","Lueh","Senior Engineer","1996-05-14","9999-01-01"
455071,"Chaoyi","Ishibashi","Senior Staff","2001-06-06","9999-01-01"
455071,"Chaoyi","Ishibashi","Staff","1996-06-06","2001-06-06"
455077,"Jiafu","Atchley","Senior Staff","1997-03-10","9999-01-01"
455094,"Miomir","Petersohn","Engineer","1996-08-10","9999-01-01"
455099,"Geoff","Kalafatis","Engineer","1995-08-26","9999-01-01"
455101,"Kazuhira","Ellozy","Technique Leader","1996-04-03","9999-01-01"
455102,"Geraldo","Ranka","Senior Engineer","1996-11-08","9999-01-01"
455126,"Zito","Cummings","Staff","1998-08-06","9999-01-01"
455133,"Aran","Erva","Senior Engineer","1996-06-26","9999-01-01"
455171,"Navin","Wolniewicz","Engineer","1997-04-13","9999-01-01"
455173,"Takahira","Poehlman","Staff","1998-01-06","9999-01-01"
455184,"Arno","Rajaraman","Assistant Engineer","1996-12-03","9999-01-01"
455185,"Vasilis","Oxman","Engineer","1996-04-17","9999-01-01"
455194,"Tommaso","Shackell","Engineer","1996-02-18","2002-02-17"
455194,"Tommaso","Shackell","Senior Engineer","2002-02-17","9999-01-01"
455248,"Junichi","Ozeki","Assistant Engineer","1998-12-21","9999-01-01"
455253,"Xiahua","Collavizza","Senior Staff","1997-05-15","9999-01-01"
455279,"Shuichi","Marchesini","Engineer","1999-11-18","9999-01-01"
455284,"Luisa","Baig","Engineer","1996-07-12","2002-07-12"
455284,"Luisa","Baig","Senior Engineer","2002-07-12","9999-01-01"
455298,"Gully","Vasanthakumar","Engineer","1995-01-28","2000-01-28"
455298,"Gully","Vasanthakumar","Senior Engineer","2000-01-28","9999-01-01"
455367,"Seongbae","Lukaszewicz","Engineer","1998-08-31","9999-01-01"
455369,"Kauko","Gerlach","Engineer","1998-03-03","9999-01-01"
455374,"Oldrich","Alpay","Senior Staff","2002-07-01","9999-01-01"
455374,"Oldrich","Alpay","Staff","1996-07-01","2002-07-01"
455417,"Arch","Renear","Staff","1997-05-18","9999-01-01"
455420,"Diederik","Vecchio","Staff","1996-07-22","9999-01-01"
455429,"Takushi","Kowalchuk","Staff","1996-09-15","9999-01-01"
455431,"Kristine","Noriega","Senior Staff","2001-07-24","9999-01-01"
455431,"Kristine","Noriega","Staff","1996-07-24","2001-07-24"
455432,"Jaana","Matheson","Engineer","1997-10-24","9999-01-01"
455443,"Richard","Engberts","Technique Leader","1998-04-21","9999-01-01"
455449,"Maris","Muhlberg","Senior Engineer","1995-06-17","9999-01-01"
455462,"Gaetan","Otillio","Senior Staff","2001-01-21","9999-01-01"
455462,"Gaetan","Otillio","Staff","1996-01-22","2001-01-21"
455475,"Mads","Ferriere","Senior Staff","2001-01-27","9999-01-01"
455475,"Mads","Ferriere","Staff","1996-01-28","2001-01-27"
455495,"Jasminko","Pelz","Engineer","1997-01-29","9999-01-01"
455539,"Margo","Chinen","Staff","1999-02-10","9999-01-01"
455546,"Sadegh","Crouzet","Engineer","1997-05-25","9999-01-01"
455557,"Oksana","Bazelow","Engineer","1996-05-17","2001-05-17"
455557,"Oksana","Bazelow","Senior Engineer","2001-05-17","9999-01-01"
455583,"Arch","Gniady","Engineer","1999-11-17","9999-01-01"
455593,"Fumiko","Zedlitz","Engineer","1996-05-03","9999-01-01"
455607,"Amstein","Plesums","Engineer","1998-11-08","9999-01-01"
455609,"Jayesh","Murtha","Technique Leader","1996-12-23","9999-01-01"
455613,"Piyawadee","Birjandi","Engineer","1995-07-05","2000-07-04"
455613,"Piyawadee","Birjandi","Senior Engineer","2000-07-04","9999-01-01"
455636,"Kotesh","Heuter","Senior Staff","1995-03-01","9999-01-01"
455651,"Feiyu","Baer","Engineer","1996-07-24","2001-07-24"
455651,"Feiyu","Baer","Senior Engineer","2001-07-24","9999-01-01"
455679,"Conor","Porenta","Engineer","1995-06-12","2001-06-11"
455679,"Conor","Porenta","Senior Engineer","2001-06-11","9999-01-01"
455681,"Ferdinand","Vecchio","Staff","1999-11-19","9999-01-01"
455694,"Shim","Sinicrope","Senior Engineer","1996-10-13","9999-01-01"
455715,"Masato","Kamble","Engineer","1997-09-04","9999-01-01"
455731,"Debatosh","Ouhyoung","Engineer","1997-03-25","9999-01-01"
455742,"Evgueni","Sridhar","Engineer","1995-08-29","9999-01-01"
455778,"Ult","Krohn","Senior Engineer","1996-06-16","9999-01-01"
455800,"Breannda","Codenie","Engineer","1999-06-18","9999-01-01"
455815,"Fabrizio","Monarch","Staff","1997-01-27","9999-01-01"
455825,"Limsoon","Iacovou","Senior Staff","1999-08-26","9999-01-01"
455830,"Xiaopeng","Jeansoulin","Staff","1996-10-30","9999-01-01"
455839,"Kristina","Farrar","Engineer","1997-10-19","9999-01-01"
455873,"Shiv","Vickson","Engineer","1997-02-22","9999-01-01"
455876,"Geoff","Lally","Engineer","1999-08-16","9999-01-01"
455881,"Kayoko","Zyda","Staff","1998-03-02","9999-01-01"
455888,"Navin","Baaleh","Senior Engineer","1997-05-23","9999-01-01"
455893,"Gonzalo","Gulak","Engineer","1997-06-27","9999-01-01"
455917,"Van","Khalid","Engineer","1998-01-09","9999-01-01"
455939,"Barna","Magalhaes","Engineer","1997-06-05","2002-06-05"
455939,"Barna","Magalhaes","Senior Engineer","2002-06-05","9999-01-01"
455952,"Gill","Sinicrope","Senior Engineer","1999-01-26","9999-01-01"
455954,"Makato","Bodoff","Engineer","1999-09-10","9999-01-01"
455955,"Kristian","Willoner","Engineer","1996-12-07","2001-12-07"
455955,"Kristian","Willoner","Senior Engineer","2001-12-07","9999-01-01"
455977,"Sanjay","Beidas","Staff","1998-05-24","9999-01-01"
456022,"Ortrun","Hanabata","Senior Engineer","1997-07-09","9999-01-01"
456028,"Sudharsan","Reeker","Engineer","1998-09-09","9999-01-01"
456045,"Supot","Perng","Engineer","1997-11-15","9999-01-01"
456057,"Shugo","Przulj","Senior Engineer","1999-08-26","9999-01-01"
456074,"Xiaocheng","Wynblatt","Senior Staff","1997-05-29","9999-01-01"
456108,"Sadegh","Kilgore","Senior Staff","2001-01-19","9999-01-01"
456108,"Sadegh","Kilgore","Staff","1996-01-20","2001-01-19"
456109,"Randy","Ramsey","Technique Leader","1998-03-08","9999-01-01"
456115,"Zeydy","Jonsson","Staff","1997-05-29","9999-01-01"
456122,"Howell","Sethi","Senior Engineer","1997-03-01","9999-01-01"
456123,"Margo","Hellwagner","Senior Engineer","2000-01-14","9999-01-01"
456146,"Giap","Stemann","Staff","1999-12-02","9999-01-01"
456157,"Elrique","Benner","Senior Engineer","1996-11-17","9999-01-01"
456163,"Xiong","Luca","Technique Leader","1995-06-12","9999-01-01"
456191,"Radhakrishnan","Lorys","Staff","1998-02-26","9999-01-01"
456203,"Goo","Frezza","Engineer","1999-10-13","9999-01-01"
456217,"Demos","Eastman","Senior Staff","1998-09-19","9999-01-01"
456233,"Feixiong","Kumaresan","Engineer","1998-07-31","9999-01-01"
456249,"Leucio","Chaudhuri","Engineer","1998-12-17","9999-01-01"
456250,"Kerryn","Roisin","Staff","1996-10-28","9999-01-01"
456269,"Sastry","Fontan","Senior Staff","2002-02-20","9999-01-01"
456269,"Sastry","Fontan","Staff","1996-02-21","2002-02-20"
456283,"Rance","Asser","Senior Staff","1998-11-10","9999-01-01"
456285,"Yurij","Schlumberger","Engineer","1996-12-27","9999-01-01"
456303,"Maha","Geffroy","Senior Engineer","1995-04-08","9999-01-01"
456307,"Reinhold","Shumilov","Technique Leader","1998-01-29","9999-01-01"
456323,"Theron","Waterhouse","Staff","1998-07-14","9999-01-01"
456332,"Elzbieta","Jakobus","Engineer","1998-05-17","9999-01-01"
456346,"Zorica","Guerreiro","Staff","1998-12-14","9999-01-01"
456353,"Jungsoon","Restivo","Senior Engineer","1996-01-06","9999-01-01"
456375,"Gererd","Orlowski","Engineer","1997-01-17","2002-01-17"
456375,"Gererd","Orlowski","Senior Engineer","2002-01-17","9999-01-01"
456403,"King","Nourani","Staff","1999-07-18","9999-01-01"
456409,"Jaques","Bahk","Staff","1996-01-26","9999-01-01"
456413,"Mohammed","Hartvigsen","Staff","1999-12-21","9999-01-01"
456419,"Gritta","Bahl","Senior Staff","1997-03-14","9999-01-01"
456456,"Adas","Yavatkar","Staff","1996-12-24","9999-01-01"
456469,"Christfried","Willoner","Engineer","1999-07-01","9999-01-01"
456488,"Guoxiang","Schauser","Assistant Engineer","1997-12-09","9999-01-01"
456510,"Takahira","Keustermans","Senior Staff","1998-10-10","9999-01-01"
456517,"Bingning","Heinisuo","Technique Leader","1996-12-01","9999-01-01"
456530,"Morrie","Fujisaki","Staff","1996-07-02","9999-01-01"
456540,"Nimmagadda","Lorho","Senior Staff","2001-07-27","9999-01-01"
456540,"Nimmagadda","Lorho","Staff","1995-07-28","2001-07-27"
456568,"Luise","Peron","Engineer","1998-08-11","9999-01-01"
456579,"Zongyan","Schoegge","Engineer","1995-06-23","9999-01-01"
456582,"Martins","Schwabacher","Staff","1997-09-12","9999-01-01"
456592,"Tesuro","Wossner","Staff","1996-10-04","9999-01-01"
456602,"Sigeru","Denti","Staff","1997-07-24","9999-01-01"
